name,avg_flood_score,closest_flood_category
SHERPUR SUBMARGE,3.0,Low River Flooding
SHERPUR.,3.0,Low River Flooding
SHERPWR BOX CULVERT,2.0,Moderate River Flooding
SHETAR GAT ARCH MASONRY,0.0,Not Flood Prone
SHETAR GHAT,0.0,Not Flood Prone
SHETAR GHAT BOX CULVERT,0.0,Not Flood Prone
SHIB GANJ,0.0,Not Flood Prone
SHIBANI CULVERT,0.0,Not Flood Prone
SHIBATHALI BOX CULVERT,5.0,Moderate Flash Flooding
SHIBATHOLI BOX CULVERT,5.0,Moderate Flash Flooding
SHIBATHOLI PARA,5.0,Moderate Flash Flooding
SHIBBANI CULVERT,0.0,Not Flood Prone
SHIBBARI BRIDGE,2.0,Moderate River Flooding
SHIBEPUR BRIDGE,2.0,Moderate River Flooding
SHIBPUR,0.0,Not Flood Prone
SHIBPUR BOX CULVERT,3.6666666666666665,Severe Flash Flooding
SHIBPUR BRIDGE,3.0,Low River Flooding
SHIBPUR RCC GIDER BRIDGE,3.0,Low River Flooding
SHIBPUR SLAB CULVERT,3.0,Low River Flooding
SHIBPUR(2),3.0,Low River Flooding
SHIBPUR(3),3.0,Low River Flooding
SHIBPUR(4),3.0,Low River Flooding
SHIK NAGAR,0.0,Not Flood Prone
SHIKALBAHA,5.0,Moderate Flash Flooding
SHIKALBAHA BOX CULVERT,5.0,Moderate Flash Flooding
SHIKALBAHA BRIDGE,5.0,Moderate Flash Flooding
SHIKALBAHA MORE,5.0,Moderate Flash Flooding
SHIKANDI BOX CULVERT,3.0,Low River Flooding
SHIKARI KANDA CULVERT,3.0,Low River Flooding
SHIKARIKANDA CULVERT,3.0,Low River Flooding
SHIKARPUR,3.0,Low River Flooding
SHIKDER PARA CULVERT,5.0,Moderate Flash Flooding
SHIKDHA SLAB CULVERT,3.0,Low River Flooding
SHIKONDI GALORA BRIDGE,3.0,Low River Flooding
SHIL CHARI ARCH MASONRY,0.0,Not Flood Prone
SHIL SHARI BOX CULVERT,0.0,Not Flood Prone
SHILAIGONA ROAD,5.0,Moderate Flash Flooding
SHILAIGORA ROAD,5.0,Moderate Flash Flooding
SHILAT BOX CULVERT,5.0,Moderate Flash Flooding
SHILCHAR ARCH MASONRY,0.0,Not Flood Prone
SHILI KORA TRUSS WITH STEEL DECK,5.0,Moderate Flash Flooding
SHILKORI RCC BRIDGE,5.0,Moderate Flash Flooding
SHILXUP BALLY,5.0,Moderate Flash Flooding
SHIMELTALA BOX CULVERT,3.0,Low River Flooding
SHIMLAR PAR BRIDGE,0.0,Not Flood Prone
SHIMOLIA,0.0,Not Flood Prone
SHIMULIA CULVERT,3.0,Low River Flooding
SHIRAZ NAGAR,2.0,Moderate River Flooding
SHIX DAR PARA BOX CULVERT,0.0,Not Flood Prone
SHJMOLIA BOX CULVERT,0.0,Not Flood Prone
SHLAKHAR PAD BRIDGE,5.0,Moderate Flash Flooding
SHLAPSAPILA BRIDGE,0.0,Not Flood Prone
SHLOP SAPILA,0.0,Not Flood Prone
SHOALK HIGH SCHOOL,0.0,Not Flood Prone
SHOALOK BRIGE,0.0,Not Flood Prone
SHOALOK RCC GIDER BRIDGE,0.0,Not Flood Prone
SHOBULLA (3),3.0,Low River Flooding
SHOHAG PUR,0.0,Not Flood Prone
SHOHAGPUR BAZAR BRIDGE-2,3.0,Low River Flooding
SHOHAGPUR CULVERT-4,3.0,Low River Flooding
SHOHAGPURCUL-3,3.0,Low River Flooding
SHOHAPUR BOX CULVERT,3.0,Low River Flooding
SHOKOLLA CUL,3.0,Low River Flooding
SHOKORIA BAZAR,7.0,Severe Tidal Surge
SHOL GHOR-2,2.0,Moderate River Flooding
SHOLAKIA,5.0,Moderate Flash Flooding
SHOLGORE - 3,3.0,Low River Flooding
SHOMAS PUR,3.0,Low River Flooding
SHOMO PUR BOX CULVERT,0.0,Not Flood Prone
SHOMOS PUR BOX CULVERT,3.0,Low River Flooding
SHONAKHALI BRIDGE,3.0,Low River Flooding
SHONBARI BRIDGE,3.0,Low River Flooding
SHONBARI BRIDGE (2),3.0,Low River Flooding
SHONBARI CUL-1,3.0,Low River Flooding
SHOPIPUR BOX CULVERT,0.0,Not Flood Prone
SHOPIPUR CULVERT (1),0.0,Not Flood Prone
SHORAR COOL,5.0,Moderate Flash Flooding
SHORCHAPUR BRIDGE,3.0,Low River Flooding
SHOROPOD (2),2.0,Moderate River Flooding
SHOROPOO 1,2.0,Moderate River Flooding
SHOSHOMATI CULVERT,0.0,Not Flood Prone
SHOSSOCORI BRIDGE,2.0,Moderate River Flooding
SHOT CHORY FOREST CULVERT,0.0,Not Flood Prone
SHOUDGAMG,0.0,Not Flood Prone
SHOURATUL,4.0,Severe Flash Flooding
SHOYLOK BAILEY WITH TIMBER DECK,5.0,Moderate Flash Flooding
SHRISTIGAR BOX CULVERT,0.0,Not Flood Prone
SHUBOLLA (2),3.0,Low River Flooding
SHUCHIYA SCHOOL,0.0,Not Flood Prone
SHUHAPUR CULVERT,0.0,Not Flood Prone
SHUK GHAR RCC GRIDER,0.0,Not Flood Prone
SHUKCHAR,0.0,Not Flood Prone
SHUKNY BRIDGE,0.0,Not Flood Prone
SHUKRY CULVERT (2),0.0,Not Flood Prone
SHULKHALA MEDICAL BOX CULVERT,5.0,Moderate Flash Flooding
SHULPUR BRIDGE,2.0,Moderate River Flooding
SHULTANPKUR CULVERT,0.0,Not Flood Prone
SHULTANPUR,0.0,Not Flood Prone
SHUMBURDIA BOX CULVERT,2.0,Moderate River Flooding
SHUN NIKATON,5.0,Moderate Flash Flooding
SHUTAN BAZAR,4.0,Severe Flash Flooding
SHUTAR PARA BAILEY WITH STEEL DECK,1.0,Severe River Flooding
SHUTIPARA BRIDGE,3.0,Low River Flooding
SHUTKI RIVER,2.0,Moderate River Flooding
SHUTKI TRUSS WITH STEEL DECK,0.0,Not Flood Prone
SHUTKY SLAB CULVERT,0.0,Not Flood Prone
SIB BARI BOX CULVERT,2.0,Moderate River Flooding
SIBMONDIR BAILY,0.0,Not Flood Prone
SIBPUR(1),3.0,Low River Flooding
SIBPUR(2) SLAB,3.0,Low River Flooding
SIBRAMPUR BRIDGE,2.0,Moderate River Flooding
SID PUR BRIGE,3.0,Low River Flooding
SIGNHARD BOX CULVERT,4.0,Severe Flash Flooding
SIKANDAR PUR R C C GIRDER BRIDGE,0.0,Not Flood Prone
SIKDAR BARI,0.0,Not Flood Prone
SIKDAR PARA (2) CULVERT,5.0,Moderate Flash Flooding
SILACHOR ORANNA BIHAR BOX,0.0,Not Flood Prone
SILAMPUR BOX CULVERT,2.0,Moderate River Flooding
SILAMPUR RCC GIDER BRIDGE,2.0,Moderate River Flooding
SILLOH STEEL BRIDGE,0.0,Not Flood Prone
SILONIA BOX CVLVERT,8.0,Moderate Tidal Surge
SILONIA PC GIDER BRIDGE,8.0,Moderate Tidal Surge
SILVA,0.0,Not Flood Prone
SIMBI RCC GIRDER,3.0,Low River Flooding
SIMMANPUR BOX CULVERT,2.0,Moderate River Flooding
SIMOLIA BOX CULVERT,3.0,Low River Flooding
SIMUHA RCC GIDER BRIDGE,3.0,Low River Flooding
SIMUHA SLAB CULVERT,3.0,Low River Flooding
SIMULIA BOX CULVERT,3.0,Low River Flooding
SIMULIA-5,3.0,Low River Flooding
SINANI,0.0,Not Flood Prone
SINGARIA BRIDGE,2.0,Moderate River Flooding
SINGHATA,3.0,Low River Flooding
SINGHPARA RCC GIDER BRIDGE,0.0,Not Flood Prone
SINGKLANGA,0.0,Not Flood Prone
SINGPARA RCC GIDER BRIDGE,0.0,Not Flood Prone
SINKINTANGA,3.0,Low River Flooding
SINTERBAZAR BRIDGE,3.0,Low River Flooding
SIRAJDI KHAN BRIDGE,3.0,Low River Flooding
SIRAJNAGAR CULVERT,3.0,Low River Flooding
SIRAZNAGAR,3.0,Low River Flooding
SIRAZNAGAR CULVERT,3.0,Low River Flooding
SIRINAGAR,0.0,Not Flood Prone
SIRIRAMPUR BOX CULVERT,0.0,Not Flood Prone
SIRMONGAL BOX CULVERT,2.0,Moderate River Flooding
SIRPUR -1- BOX CULVERT,0.0,Not Flood Prone
SIRPUR BOX CULVERT,0.0,Not Flood Prone
SISIDEVI,0.0,Not Flood Prone
SITAKUNDA SLAB,5.0,Moderate Flash Flooding
SITAR GHAT BOX CULVERT,0.0,Not Flood Prone
SKM BOX CULVERT(1),5.0,Moderate Flash Flooding
SLAB CULVERT,0.47368421052631576,Not Flood Prone
SLAVE C ULVERT,3.0,Low River Flooding
SLONA BATH CHARI.,0.0,Not Flood Prone
SLUICE GATE,3.5,Low River Flooding
SMALL KALAM PUR CULVERT,3.0,Low River Flooding
SOALAX R.C.C,0.0,Not Flood Prone
SOALOK BORO RCC GIDER BRIDGE,0.0,Not Flood Prone
SOALOK PARA RCC GIDER BRIDGE,0.0,Not Flood Prone
SOBANGON,0.0,Not Flood Prone
SOBUNPUR BRIDGE,0.0,Not Flood Prone
SOBURAKANDI,1.0,Severe River Flooding
SODORPUR NOTUNBAZAR,0.0,Not Flood Prone
SOHAGPUR 1,6.0,Low Flash Flooding
SOHAGPUR 2,6.0,Low Flash Flooding
SOIARI 3 CULVERT,3.0,Low River Flooding
SOJANAGAR,2.0,Moderate River Flooding
SOJARTPUR,0.0,Not Flood Prone
SOKHIPUR CULVERT,0.0,Not Flood Prone
SOKOL NAGOR,2.0,Moderate River Flooding
SOKUA,3.0,Low River Flooding
SOKUA(2),3.0,Low River Flooding
SOKUA(3),3.0,Low River Flooding
SOKUA(4),3.0,Low River Flooding
SOKUA(5),3.0,Low River Flooding
SOKUA(6),3.0,Low River Flooding
SOKUA(7),0.0,Not Flood Prone
SOLA PARA SLAB CULVERT,5.0,Moderate Flash Flooding
SOLAKANDI BRIDGE,2.0,Moderate River Flooding
SOLAKANDI CULVERT,2.0,Moderate River Flooding
SOLAMAHER MAJAR BRIDGE,2.0,Moderate River Flooding
SOLAMANER MAJAR,2.0,Moderate River Flooding
SOLIA PARA BOX CULVERT,5.0,Moderate Flash Flooding
SOLIAR BORIO CULVERT,5.0,Moderate Flash Flooding
SOLIMGONJ RCC GIDER BRIDGE,2.0,Moderate River Flooding
SOLINGONJ SLAB CULVERT,2.0,Moderate River Flooding
SOMIR BAZAR SLAB CULVERT,3.0,Low River Flooding
SOMITI,0.0,Not Flood Prone
SOMITI(2),0.0,Not Flood Prone
SOMITI(3),3.0,Low River Flooding
SOMOINA PARA (2),5.0,Moderate Flash Flooding
SOMOSPUR CULVERT,0.0,Not Flood Prone
SON BARI BAILEY WITH STEEL DECK,0.0,Not Flood Prone
SON PARA,0.0,Not Flood Prone
SONACHANI,5.0,Moderate Flash Flooding
SONACHARI,3.75,Severe Flash Flooding
SONAGATI BOX CULVERT,8.0,Moderate Tidal Surge
SONAI KHAD 2 CULVERT,0.0,Not Flood Prone
SONAIKTE (1) BOX CULVERT,0.0,Not Flood Prone
SONAIMUKI,0.0,Not Flood Prone
SONAIMURI 2 CULVERT,2.0,Moderate River Flooding
SONAIMURI BAZAR,3.0,Low River Flooding
SONAIMURI CHOWRASTA,3.0,Low River Flooding
SONAIMURI CULVERT,2.0,Moderate River Flooding
SONAIMURI RCC GIRDER BRIDGE,3.0,Low River Flooding
SONALI BRIDGE,3.0,Low River Flooding
SONAMIPUR BOX CULVERT,7.0,Severe Tidal Surge
SONAPUR BOX CULVERT,3.0,Low River Flooding
SONAPUR CULVERT,2.0,Moderate River Flooding
SONAPUR RCC GIDER BRIDGE,2.0,Moderate River Flooding
SONAR MPOOL 1,2.0,Moderate River Flooding
SONAR PARA (1) BOX CULVERT,0.0,Not Flood Prone
SONAR PARA(2) BOX CULVERT,0.0,Not Flood Prone
SONAR POOL 2,2.0,Moderate River Flooding
SONARAMPUR,0.0,Not Flood Prone
SONARAMPUR BARAZ RCC GIDER BRIDGE,2.0,Moderate River Flooding
SONARAMPUR CULVERT,0.0,Not Flood Prone
SONARGOAN BOX CULVERT,5.0,Moderate Flash Flooding
SONARGOAN BRIDGE,0.0,Not Flood Prone
SONARGOUR BOX CULVERT,2.0,Moderate River Flooding
SONARKALI BRIDGE(L),0.0,Not Flood Prone
SONARKALI BRIDGE(R),0.0,Not Flood Prone
SONAROMPUR,0.0,Not Flood Prone
SONARU(R),6.0,Low Flash Flooding
SONATALA BOX CULVERT,3.0,Low River Flooding
SONG CHAIL RCC GIDER BRIDGE,3.0,Low River Flooding
SONGIFAMOR CULVERT,3.0,Low River Flooding
SONGSARO BATH BOX CULVERT,0.0,Not Flood Prone
SONIA BEEL BRIDGE,2.0,Moderate River Flooding
SONIA GHATE 2,5.0,Moderate Flash Flooding
SONKHOLA,0.0,Not Flood Prone
SONKHOLA BOX CULVERT,0.0,Not Flood Prone
SONKHOLA(2) SLAB CULVERT,0.0,Not Flood Prone
SONKHULA,5.0,Moderate Flash Flooding
SONNDABARI RCC GIDER BRIDGE,1.0,Severe River Flooding
SONYGOFULL CULVERT,3.0,Low River Flooding
SORAIL CULVERT,3.0,Low River Flooding
SORIFA BAD BRIDGE,2.0,Moderate River Flooding
SORKAR HAT CNB,0.0,Not Flood Prone
SOROKER BAZAR BOX CULVERT,2.0,Moderate River Flooding
SORSHAG CULVERT,2.0,Moderate River Flooding
SORUPAI BAZAR BRIDGE,2.0,Moderate River Flooding
SOTODAPARA BOX,5.0,Moderate Flash Flooding
SOTOGAGNA,3.0,Low River Flooding
SOTOPUR BOX CULVERT,5.0,Moderate Flash Flooding
SOTRASHIH,3.0,Low River Flooding
SOTTANA MONDIR CULVERT,5.0,Moderate Flash Flooding
SOTTOLA CULVERT,3.0,Low River Flooding
SOTUN BAILEY WITH STEEL DECK,0.0,Not Flood Prone
SOUDURP 2,4.0,Severe Flash Flooding
SOUTH ASRAFOUR,4.0,Severe Flash Flooding
SOUTH BALSH KHALI BOX CULVERT,5.0,Moderate Flash Flooding
SOUTH BISA,0.0,Not Flood Prone
SOUTH GILATALI SLAB CULVERT,3.0,Low River Flooding
SOUTH GILATOLI -2 RCC GIDER BRIDGE,3.0,Low River Flooding
SOUTH KAOCHIA BRIDGE,0.0,Not Flood Prone
SOUTH KAOCHIA BRIES,0.0,Not Flood Prone
SOUTH KAOCHIA RCC GIDER BRIDGE,0.0,Not Flood Prone
SOUTH KOSKONAPUR,2.0,Moderate River Flooding
SOUTH MITHACHARI,5.0,Moderate Flash Flooding
SOUTH MITTA CHORI,5.0,Moderate Flash Flooding
SOUTH MITTA CULVERT,5.0,Moderate Flash Flooding
SOUTH MITTACHORI,5.0,Moderate Flash Flooding
SOUTH MOJUPUR BOX CULVERT,0.0,Not Flood Prone
SOUTH MOUA MARI BOX CULVERT,0.0,Not Flood Prone
SOUTH RANGAMATIA STEEL BEAM AND RCC SLAB,0.0,Not Flood Prone
SOUTH SAGARNAI,0.0,Not Flood Prone
SOUTH TALBARZA,0.0,Not Flood Prone
SOUYTHBPUR,0.0,Not Flood Prone
SOVAINAI BOX CULVDERT,3.0,Low River Flooding
SOWEAGOAN BOX CULVERT,2.0,Moderate River Flooding
SOWRATUL BAILY WITH STEE,3.0,Low River Flooding
SOX BAZAR CUL,5.0,Moderate Flash Flooding
SOY BRIDGE,2.0,Moderate River Flooding
SOYAMI BAZAR(2)CULVERT,0.0,Not Flood Prone
SOYANI BAZAR BOX CUL,0.0,Not Flood Prone
SOYANI TOPKA CULVERT,3.0,Low River Flooding
SOYANITOBA BOX CULVERT,3.0,Low River Flooding
SOYATOPKA BRIDGE,3.0,Low River Flooding
SOYDABAD BOX CULVERT,2.0,Moderate River Flooding
SOYECDPUR,2.0,Moderate River Flooding
SOYGHORIPARA CULVERT,0.0,Not Flood Prone
SOYLA BRIDGE,2.0,Moderate River Flooding
SOYRA BRIDGE,6.0,Low Flash Flooding
SOYSOLI,0.0,Not Flood Prone
SOYSOTO PARA BOX CULVERT,0.0,Not Flood Prone
SRA RCC GIDER BRIDGE,3.0,Low River Flooding
SREAMONDAKHIL,4.0,Severe Flash Flooding
SREAMONDKHILA,4.0,Severe Flash Flooding
SREEMONDAKWLD,4.0,Severe Flash Flooding
SREENAGAR BRIDGE,2.0,Moderate River Flooding
SRENAGAR RCC GIDER BRIDGE,3.0,Low River Flooding
SRIAM PUR BRIDGE (2),3.0,Low River Flooding
SRIBORDI,0.0,Not Flood Prone
SRIGHUR NAGAR TRUSS WITH STEEL DECK,3.0,Low River Flooding
SRIKAL BOX CULVERT,2.0,Moderate River Flooding
SRIMANGLE BASTE BRIDGE,2.0,Moderate River Flooding
SRIMATIOVER BOX CULVERT,5.0,Moderate Flash Flooding
SRIMI BRIDGE,5.0,Moderate Flash Flooding
SRINAGARA GODAUN CULVERT,2.0,Moderate River Flooding
SRINAGOR FERIGHUT BRIDGE,3.0,Low River Flooding
SRINGAR CULVERT,2.0,Moderate River Flooding
SRIPUR SLAB CULVERT,0.0,Not Flood Prone
SRIRAM PUR CULVERT,3.0,Low River Flooding
SRIRAMPUR RCC GIDER BRIDGE,0.0,Not Flood Prone
SRIRAMPUR SLAB CULVERT,0.0,Not Flood Prone
SS STEAL DECK,0.0,Not Flood Prone
STAND BRIDGE,3.0,Low River Flooding
STEMAR,7.0,Severe Tidal Surge
SUAGAZI RCC GIDER BRIDGE,4.0,Severe Flash Flooding
SUB CITY BOX CULVERT,0.0,Not Flood Prone
SUBA DAGGA FULL BRIDGE,0.0,Not Flood Prone
SUBIT PUR,6.0,Low Flash Flooding
SUBMARGE CULVERT,4.0,Severe Flash Flooding
SUBOKI RCC GIRDER BRIDGE,3.0,Low River Flooding
SUBOLLA (1),3.0,Low River Flooding
SUCK CHAR BOX CULVERT,0.0,Not Flood Prone
SUCLTY BOX CULVERT,0.0,Not Flood Prone
SUEULA BRIDGE,2.0,Moderate River Flooding
SUGANDA BOX CULVERT,0.0,Not Flood Prone
SUHIL PUR BOX CULVERT,6.0,Low Flash Flooding
SUHILPUR MIRHATI BOX CULVERT,6.0,Low Flash Flooding
SUJAT PUR CULVERT,0.0,Not Flood Prone
SUKNA BOX CULVERT,2.0,Moderate River Flooding
SUKNA CHARI BRIDGE,0.0,Not Flood Prone
SULAM PWAR,0.0,Not Flood Prone
SULIKALI,3.0,Low River Flooding
SULTAN PUR CULVERT,0.0,Not Flood Prone
SULTAN SHAH BAZAR BRIDGE,0.0,Not Flood Prone
SULTANPUR BOX CULVERT,6.0,Low Flash Flooding
SULTANPUR RCC BRIDGE,6.0,Low Flash Flooding
SULTURBA CULVERT,5.0,Moderate Flash Flooding
SUMAI BAZSR BRIDGE,0.0,Not Flood Prone
SUMOINA PARA (3),5.0,Moderate Flash Flooding
SUMONA PARA,5.0,Moderate Flash Flooding
SUMULDIA,3.0,Low River Flooding
SUMVERDIA BOX CULVERT,2.0,Moderate River Flooding
SUNAMGANG BOX CULVERT,0.0,Not Flood Prone
SUNARAMPUR BRIGE,6.0,Low Flash Flooding
SUNARAMPUR CULVERT,6.0,Low Flash Flooding
SUNDORPUR BOX CULVERT,0.0,Not Flood Prone
SUNDULPUR SLAB CULVERT,7.0,Severe Tidal Surge
SUNGULA PARA BAILEY WITH STEEL DECK,0.0,Not Flood Prone
SUNSRAMPUR CULVERT,6.0,Low Flash Flooding
SUP NALA SUBMARGE,5.0,Moderate Flash Flooding
SUPATALA BOX CULVERT,0.0,Not Flood Prone
SUPUYA BOX CULVERT,8.0,Moderate Tidal Surge
SURANANDI BRIDGE,2.0,Moderate River Flooding
SURHARA BOX CULVERT,3.0,Low River Flooding
SURI RIVER BRIDGE,2.0,Moderate River Flooding
SURJA KANDI BRIDGE,0.0,Not Flood Prone
SURJAKADI,0.0,Not Flood Prone
SURMA CULVERT,4.0,Severe Flash Flooding
SURYAKANDI BOX CULVERT,0.0,Not Flood Prone
SURYJUMUKI SLAB CULVERT,0.0,Not Flood Prone
SUTARAMPUR,3.0,Low River Flooding
SUTHI PARA BRIDGE,3.0,Low River Flooding
SUTIARIVER BRIDGE,3.0,Low River Flooding
SUTIKANDI-1-BOX CULVERT,2.0,Moderate River Flooding
SUTIYA CULVERT,0.0,Not Flood Prone
SUTIYAKANDI,0.0,Not Flood Prone
SUTRIA SLAB CULVERT,0.0,Not Flood Prone
SUTURIA,0.0,Not Flood Prone
SUYONUGAR BOX CULVERT,0.0,Not Flood Prone
SWITIA Bridge,3.0,Low River Flooding
SYADPUR,2.0,Moderate River Flooding
SYEN PUKUR PAR BRIDGE,1.0,Severe River Flooding
SYHAT RAIL LINE OVER BRIDGE,2.0,Moderate River Flooding
SYLHED SUNAMGONG ROAD,6.0,Low Flash Flooding
SYLHET SUNAMGONG,6.0,Low Flash Flooding
Saadarghat Bridge-3,0.0,Not Flood Prone
Sabaihat Bridge,0.0,Not Flood Prone
Sabdalpur Bridge.,2.0,Moderate River Flooding
Sabek Guldi Bridge,7.0,Severe Tidal Surge
Sachar Bridge,3.0,Low River Flooding
Sadar Kandi,0.0,Not Flood Prone
Sadar Kandi Bridge,0.0,Not Flood Prone
Sadar Kandi Bridge-1,0.0,Not Flood Prone
Sadar Road High School Bridge,7.0,Severe Tidal Surge
Sadar road bridge,7.0,Severe Tidal Surge
Sadarghat Bridge-1,0.0,Not Flood Prone
Sadarpur Bridge,6.0,Low Flash Flooding
Saddeker Bridge,0.0,Not Flood Prone
Sadhupati Bridge,2.0,Moderate River Flooding
Sadhur Khil Bridge,3.0,Low River Flooding
Saforpur Bridge,0.0,Not Flood Prone
Saforpur Rcc Girder Bridge,0.0,Not Flood Prone
Safurda Bridge,2.0,Moderate River Flooding
Sagardi bridge,0.0,Not Flood Prone
SahaPur Choto Bridge.,2.0,Moderate River Flooding
Sahebganj Bazar Bridge,0.0,Not Flood Prone
Saidabad Bridge,2.0,Moderate River Flooding
Saingsong Bridge,0.0,Not Flood Prone
Sakervita,3.0,Low River Flooding
Sakua Bridge,3.0,Low River Flooding
Salehpur Bridge (left),3.0,Low River Flooding
Salehpur Bridge(right),3.0,Low River Flooding
Sali Bridge,2.0,Moderate River Flooding
Salildia Bridge.,2.0,Moderate River Flooding
Saltar Bridge,0.0,Not Flood Prone
Salutikar Bridge,2.0,Moderate River Flooding
Samartoli Puler Gora Bridge,3.0,Low River Flooding
Sambord Bridge,0.0,Not Flood Prone
Samespur Bridge,2.0,Moderate River Flooding
Samsulpur Bridge,2.0,Moderate River Flooding
Sanartek Bridge,5.0,Moderate Flash Flooding
Sandal Bridge,0.0,Not Flood Prone
Sandhya nadi bridge,8.0,Moderate Tidal Surge
Sangar Bridge,0.0,Not Flood Prone
Sangu Bridge,5.0,Moderate Flash Flooding
Santan Bridge,0.0,Not Flood Prone
Santi Bridge,5.0,Moderate Flash Flooding
Sarar bridge,8.0,Moderate Tidal Surge
Sarashi RCC Girder Bridge,0.0,Not Flood Prone
Sardargat Bridge,0.0,Not Flood Prone
Sari Ghat Bridge,2.0,Moderate River Flooding
Sarif pur Bridge,2.0,Moderate River Flooding
Sariskandi Bridge,2.0,Moderate River Flooding
Sarkarpara Bridge,5.0,Moderate Flash Flooding
Sarpai Bridge,2.0,Moderate River Flooding
Satani Bridge,2.0,Moderate River Flooding
Satani char Bridge,2.0,Moderate River Flooding
Satani para Bridge,5.0,Moderate Flash Flooding
Sataoan box culvert,4.0,Severe Flash Flooding
Satarpaiya Bridge,3.0,Low River Flooding
Satbaria bridge,7.0,Severe Tidal Surge
Satbariar Bridge,8.0,Moderate Tidal Surge
Satgaon Bridge,3.0,Low River Flooding
Sathail Bridge,0.0,Not Flood Prone
Satiantoli Bridge,3.0,Low River Flooding
Satihat Bridge,0.0,Not Flood Prone
Satijigaon Bridge,0.0,Not Flood Prone
Satpur bridge,3.0,Low River Flooding
Saturia Bazar Bridge,3.0,Low River Flooding
Segardi Bridge,3.0,Low River Flooding
Selonia bridge,8.0,Moderate Tidal Surge
Seri Bridge,0.0,Not Flood Prone
Sha Amanot Bridge,5.0,Moderate Flash Flooding
Shabaj Pur Bridge,6.0,Low Flash Flooding
Shabajpur Bridge,2.0,Moderate River Flooding
Shabuj chata Bridge,2.0,Moderate River Flooding
Shadapur Bridge,2.0,Moderate River Flooding
Shadipur Bridge,2.0,Moderate River Flooding
Shagarkhali (Hisna) Bridge,3.0,Low River Flooding
Shahangacha Bridge,2.0,Moderate River Flooding
Shahapur Bridge,2.0,Moderate River Flooding
Shahebab Bridge,3.0,Low River Flooding
Shahganj bridge,3.0,Low River Flooding
Shahid Nagor Bridge,2.0,Moderate River Flooding
Shahid Rafiq Bridge,3.0,Low River Flooding
Shahid Somsar Bridge,0.0,Not Flood Prone
Shahjalal Bridge,2.0,Moderate River Flooding
Shahola bridge,3.0,Low River Flooding
Shailajani Bridge,3.0,Low River Flooding
Shailapropath,0.0,Not Flood Prone
Shaily Bridge,2.0,Moderate River Flooding
Shaistaganj Bridge,4.0,Severe Flash Flooding
Shajonpur Bailey Bridge,0.0,Not Flood Prone
Shakdaha bridge,3.0,Low River Flooding
Shakdoho Bridge,3.0,Low River Flooding
Shakerdor bridge,3.0,Low River Flooding
Shakhapara Bridge,3.0,Low River Flooding
Shakim master Bridge,2.0,Moderate River Flooding
Shakpura Bridge,5.0,Moderate Flash Flooding
Shakta Bridge,3.0,Low River Flooding
Shaldaha Bridge,0.0,Not Flood Prone
Shalikha Bridge,3.0,Low River Flooding
Shalkai Bridge,3.0,Low River Flooding
Shalna Bridge,0.0,Not Flood Prone
Shalpa Bridge,3.0,Low River Flooding
Shambhuganj bridge,0.0,Not Flood Prone
Shamespur Baily Bridge,2.0,Moderate River Flooding
Shamgonj,0.0,Not Flood Prone
Shamgram (3),2.0,Moderate River Flooding
Shamimara Bridge,0.0,Not Flood Prone
Shampur Bridge,2.0,Moderate River Flooding
Shampur Bridge.,0.0,Not Flood Prone
Shamsu member bari bridge,8.0,Moderate Tidal Surge
Shamtir teak salab,0.0,Not Flood Prone
Shanamoti bridge,0.0,Not Flood Prone
Shangu Bridge,0.0,Not Flood Prone
Shankarpasha,2.0,Moderate River Flooding
Shaola Bridge,2.0,Moderate River Flooding
Shapa Bridge,8.0,Moderate Tidal Surge
Shaplapur Bridge,0.0,Not Flood Prone
Shapur Bridge,4.0,Severe Flash Flooding
Sharai Bridge,0.0,Not Flood Prone
Sharashkathi - Kapotakho Bridge.,2.0,Moderate River Flooding
Sharcharpur bridge,3.0,Low River Flooding
Sharga badbridge,0.0,Not Flood Prone
Shari Bridge,2.0,Moderate River Flooding
Sharif Bagh Bridge,3.0,Low River Flooding
Sharif Bridge,2.0,Moderate River Flooding
Sharjabad Bridge,0.0,Not Flood Prone
Sharkar Bridge,3.0,Low River Flooding
Sharnamoti Bridge,0.0,Not Flood Prone
Sharpar Bridge,2.0,Moderate River Flooding
Sharpur bridge,0.0,Not Flood Prone
Shary-2 Bridge,2.0,Moderate River Flooding
Shasaugtachha culvert,0.0,Not Flood Prone
Shasha Bridge,2.0,Moderate River Flooding
Shasha-1 Bridge,2.0,Moderate River Flooding
Shatala Bridge,2.0,Moderate River Flooding
Shaymsam Bazar Bridge,2.0,Moderate River Flooding
Shaymsam Bazar Bridge-2,2.0,Moderate River Flooding
Sheejangal bridge,3.0,Low River Flooding
Shenbagh East Bazar Bridge,0.0,Not Flood Prone
Sheota Bridge,3.0,Low River Flooding
Sherkol Bridge,0.0,Not Flood Prone
Sherpur Bridge,2.6666666666666665,Low River Flooding
Shetarghat Bridge,0.0,Not Flood Prone
Sheyali Bailey,8.0,Moderate Tidal Surge
Sheyalir Bridge,8.0,Moderate Tidal Surge
Shialkhol Bridge,2.0,Moderate River Flooding
Shibchar Bridge,2.0,Moderate River Flooding
Shibepur Bridge,2.0,Moderate River Flooding
Shibpur Bridge,3.0,Low River Flooding
Shikalbaha Bridge,5.0,Moderate Flash Flooding
Shikdar Bridge,7.0,Severe Tidal Surge
